delivery_id,date,customer,driver,vehicle,route,origin,destination,scheduled_time,actual_time,status,delay_minutes,delay_reason,distance_km,fuel_cost,delivery_cost,customer_rating
D00513,2022-10-03,Tech Solutions,David Garcia,TRK001,Route D,Brisbane,Melbourne,12:30,12:44,On Time,14,,408.6,38.67,289.48,5.0
D00514,2022-10-03,Food Distribution,Tom Wilson,VAN002,Route C,Brisbane,Adelaide,15:30,15:41,On Time,11,,407.6,121.56,144.06,5.0
D00515,2022-10-03,Metro Stores,Lisa Davis,VAN001,Route A,Brisbane,Darwin,10:45,11:00,On Time,15,,190.7,137.83,363.96,5.0
D00516,2022-10-04,Food Distribution,Emma Chen,TRK003,Route A,Brisbane,Adelaide,10:00,09:59,On Time,0,,127.6,146.12,317.95,3.0
D00517,2022-10-04,Food Distribution,Emma Chen,TRK002,Route A,Sydney,Cairns,18:00,17:58,On Time,0,,151.6,140.53,235.94,5.0
D00518,2022-10-04,Auto Parts Co,Mike Brown,VAN003,Route E,Perth,Sydney,16:15,16:14,On Time,0,,164.3,117.36,346.85,3.0
D00519,2022-10-04,XYZ Ltd,John Smith,VAN003,Route B,Cairns,Perth,09:45,09:37,On Time,0,,214.6,85.39,257.88,5.0
D00520,2022-10-04,Metro Stores,Anna Williams,VAN004,Route D,Melbourne,Melbourne,13:30,13:40,On Time,10,,240.0,102.71,237.31,5.0
D00521,2022-10-04,Industrial Supply,John Smith,TRK003,Route E,Darwin,Sydney,15:00,15:04,On Time,4,,280.7,91.29,136.26,3.0
D00522,2022-10-04,Global Logistics,Tom Wilson,VAN001,Route D,Brisbane,Melbourne,15:15,15:14,On Time,0,,85.4,118.44,114.6,4.0
D00523,2022-10-05,Global Logistics,Sarah Johnson,TRK001,Route D,Cairns,Adelaide,09:45,09:52,On Time,7,,265.4,165.04,334.4,5.0
D00524,2022-10-05,Industrial Supply,Anna Williams,VAN004,Route B,Darwin,Sydney,16:15,16:21,On Time,6,,364.9,129.68,222.89,4.0
D00525,2022-10-05,XYZ Ltd,Mike Brown,TRK001,Route E,Adelaide,Sydney,12:00,13:12,Delayed,72,Vehicle Issue,298.7,42.77,386.55,3.0
D00526,2022-10-05,ABC Corp,Sarah Johnson,TRK003,Route A,Adelaide,Perth,16:15,16:21,On Time,6,,129.2,135.84,366.3,5.0
D00527,2022-10-05,Industrial Supply,John Smith,VAN002,Route D,Melbourne,Hobart,16:30,16:21,On Time,0,,35.2,109.19,214.6,
D00528,2022-10-05,Manufacturing Co,Sarah Johnson,TRK003,Route C,Hobart,Melbourne,08:15,08:10,On Time,0,,50.0,174.17,154.44,4.0
D00529,2022-10-06,Manufacturing Co,David Garcia,TRK002,Route A,Perth,Perth,08:30,08:30,On Time,0,,344.7,117.9,247.89,4.0
D00530,2022-10-06,Food Distribution,David Garcia,TRK002,Route D,Brisbane,Hobart,08:30,08:34,On Time,4,,294.3,167.06,105.59,5.0
D00531,2022-10-06,Tech Solutions,Tom Wilson,VAN003,Route D,Sydney,Perth,17:00,17:07,On Time,7,,357.7,51.36,262.13,3.0
D00532,2022-10-06,ABC Corp,John Smith,VAN004,Route E,Adelaide,Melbourne,15:45,17:12,Delayed,87,Customer Issue,25.2,170.03,244.66,5.0
D00533,2022-10-06,Auto Parts Co,Chris Taylor,VAN001,Route A,Melbourne,Sydney,13:30,13:26,On Time,0,,152.8,89.3,136.89,
D00534,2022-10-06,Food Distribution,Emma Chen,VAN002,Route C,Cairns,Adelaide,15:30,16:12,Delayed,42,Road Works,129.5,177.45,202.49,5.0
D00535,2022-10-06,Auto Parts Co,Anna Williams,TRK001,Route A,Melbourne,Hobart,12:00,12:33,Delayed,33,Traffic,261.2,134.47,246.69,3.0
D00536,2022-10-06,Industrial Supply,Sarah Johnson,VAN002,Route D,Darwin,Hobart,17:00,17:11,On Time,11,,100.3,145.19,309.11,
D00537,2022-10-07,ABC Corp,Tom Wilson,VAN002,Route B,Sydney,Adelaide,12:15,12:12,On Time,0,,368.6,63.17,394.04,3.0
D00538,2022-10-07,Retail Chain,John Smith,TRK004,Route D,Sydney,Adelaide,11:45,13:31,Delayed,106,Road Works,266.9,104.1,265.54,5.0
D00539,2022-10-07,XYZ Ltd,Mike Brown,VAN001,Route E,Perth,Adelaide,17:15,17:09,On Time,0,,106.5,131.7,397.59,5.0
D00540,2022-10-07,ABC Corp,David Garcia,TRK001,Route C,Hobart,Hobart,16:30,16:34,On Time,4,,141.5,132.03,239.98,3.0
D00541,2022-10-07,Food Distribution,Anna Williams,VAN002,Route A,Hobart,Perth,18:15,18:18,On Time,3,,167.2,162.01,342.3,3.0
D00542,2022-10-07,Tech Solutions,Emma Chen,VAN001,Route A,Sydney,Brisbane,18:45,19:32,Delayed,47,Weather,229.0,151.21,277.76,4.0
D00543,2022-10-07,Global Logistics,John Smith,VAN002,Route E,Perth,Sydney,11:15,11:12,On Time,0,,354.7,122.93,329.23,5.0
D00544,2022-10-07,Global Logistics,Sarah Johnson,TRK003,Route A,Cairns,Brisbane,08:00,08:20,Delayed,20,Customer Issue,153.1,123.93,119.74,5.0
D00545,2022-10-08,Metro Stores,Lisa Davis,TRK001,Route D,Hobart,Cairns,13:45,13:59,On Time,14,,362.9,161.99,285.77,5.0
D00546,2022-10-08,Retail Chain,Sarah Johnson,TRK002,Route A,Sydney,Perth,07:45,07:53,On Time,8,,409.4,48.9,252.67,4.0
D00547,2022-10-08,ABC Corp,John Smith,TRK003,Route C,Hobart,Darwin,18:45,18:39,On Time,0,,157.3,162.78,332.65,
D00548,2022-10-09,Food Distribution,Maria Rodriguez,TRK003,Route A,Perth,Brisbane,12:30,12:20,On Time,0,,204.4,59.31,160.11,3.0
D00549,2022-10-09,Industrial Supply,Maria Rodriguez,VAN002,Route E,Darwin,Adelaide,12:15,12:27,On Time,12,,202.9,54.34,236.29,3.0
D00550,2022-10-09,Retail Chain,Anna Williams,TRK004,Route B,Cairns,Darwin,14:15,15:52,Delayed,97,Weather,368.1,86.39,220.09,3.0
D00551,2022-10-09,Food Distribution,Sarah Johnson,TRK003,Route C,Cairns,Perth,12:00,11:50,On Time,0,,293.3,166.91,207.97,3.0
D00552,2022-10-10,Tech Solutions,Emma Chen,TRK004,Route B,Perth,Brisbane,11:15,11:13,On Time,0,,99.8,69.27,130.36,3.0
D00553,2022-10-10,Manufacturing Co,Anna Williams,TRK004,Route C,Darwin,Melbourne,13:00,12:56,On Time,0,,425.0,176.57,399.31,5.0
D00554,2022-10-10,Retail Chain,Lisa Davis,VAN003,Route C,Darwin,Hobart,08:00,07:54,On Time,0,,440.2,66.68,113.86,3.0
D00555,2022-10-10,Retail Chain,John Smith,VAN001,Route B,Cairns,Perth,15:30,15:30,On Time,0,,334.1,147.7,337.3,3.0
D00556,2022-10-10,Food Distribution,Emma Chen,VAN004,Route E,Cairns,Melbourne,15:45,15:55,On Time,10,,161.8,86.08,308.35,4.0
D00557,2022-10-10,Auto Parts Co,John Smith,TRK004,Route B,Perth,Cairns,14:30,14:40,On Time,10,,391.8,89.38,191.8,5.0
D00558,2022-10-11,XYZ Ltd,Tom Wilson,VAN004,Route E,Darwin,Perth,12:30,12:24,On Time,0,,273.2,99.79,286.34,4.0
D00559,2022-10-11,Global Logistics,Tom Wilson,VAN003,Route A,Melbourne,Cairns,13:45,13:50,On Time,5,,124.4,126.8,207.73,
D00560,2022-10-11,XYZ Ltd,Sarah Johnson,TRK002,Route C,Brisbane,Perth,15:00,14:57,On Time,0,,166.8,131.27,175.01,5.0
D00561,2022-10-11,Food Distribution,Tom Wilson,TRK001,Route C,Adelaide,Darwin,11:15,11:09,On Time,0,,357.8,90.57,221.73,5.0
D00562,2022-10-11,Tech Solutions,David Garcia,TRK004,Route B,Perth,Cairns,07:45,07:59,On Time,14,,124.3,118.05,265.78,4.0
D00563,2022-10-11,Metro Stores,David Garcia,TRK004,Route D,Cairns,Brisbane,12:00,11:56,On Time,0,,184.2,116.63,138.5,3.0
D00564,2022-10-12,Metro Stores,David Garcia,VAN001,Route C,Brisbane,Brisbane,17:30,17:33,On Time,3,,416.9,53.05,385.79,5.0
D00565,2022-10-12,XYZ Ltd,Chris Taylor,VAN003,Route B,Cairns,Sydney,16:45,17:27,Delayed,42,Customer Issue,164.8,174.29,291.7,3.0
D00566,2022-10-12,Auto Parts Co,Anna Williams,TRK001,Route B,Perth,Sydney,08:15,08:27,On Time,12,,412.3,87.88,161.77,5.0
D00567,2022-10-12,ABC Corp,Mike Brown,VAN002,Route D,Hobart,Melbourne,08:45,08:51,On Time,6,,445.6,49.37,225.52,4.0
D00568,2022-10-12,Industrial Supply,Mike Brown,VAN001,Route E,Perth,Cairns,10:15,11:10,Delayed,55,Customer Issue,142.1,31.12,142.81,
D00569,2022-10-12,Industrial Supply,Anna Williams,VAN004,Route E,Brisbane,Sydney,13:15,13:23,On Time,8,,147.4,162.15,236.89,5.0
D00570,2022-10-12,Tech Solutions,David Garcia,TRK004,Route B,Hobart,Cairns,11:45,12:00,On Time,15,,188.5,128.86,309.56,
D00571,2022-10-12,Manufacturing Co,Chris Taylor,VAN001,Route A,Perth,Cairns,18:00,17:55,On Time,0,,199.8,144.28,136.37,3.0
D00572,2022-10-13,Food Distribution,John Smith,VAN004,Route A,Sydney,Cairns,13:45,13:41,On Time,0,,187.0,141.89,356.73,3.0
D00573,2022-10-13,Global Logistics,Anna Williams,VAN004,Route D,Sydney,Sydney,11:00,10:54,On Time,0,,258.1,66.34,385.01,
D00574,2022-10-13,Auto Parts Co,Sarah Johnson,TRK003,Route C,Sydney,Hobart,11:15,11:05,On Time,0,,96.6,130.71,103.36,4.0
D00575,2022-10-13,Food Distribution,Lisa Davis,VAN004,Route A,Sydney,Hobart,12:15,12:06,On Time,0,,318.4,96.6,279.46,
D00576,2022-10-13,Retail Chain,Sarah Johnson,TRK001,Route D,Brisbane,Brisbane,13:15,14:18,Delayed,63,Weather,168.3,58.82,300.68,3.0
D00577,2022-10-13,Metro Stores,Chris Taylor,TRK002,Route C,Darwin,Perth,17:15,17:06,On Time,0,,290.5,170.15,218.52,3.0
D00578,2022-10-13,ABC Corp,David Garcia,VAN002,Route A,Hobart,Perth,10:00,09:55,On Time,0,,220.0,39.9,344.53,4.0
D00579,2022-10-14,Auto Parts Co,Anna Williams,TRK002,Route E,Melbourne,Adelaide,08:15,08:29,On Time,14,,432.6,119.98,394.42,5.0
D00580,2022-10-14,Global Logistics,Anna Williams,TRK002,Route C,Brisbane,Cairns,18:15,18:25,On Time,10,,187.5,126.09,169.73,3.0
D00581,2022-10-14,Manufacturing Co,Lisa Davis,VAN003,Route B,Sydney,Brisbane,10:00,09:53,On Time,0,,83.5,104.81,160.6,5.0
D00582,2022-10-14,Global Logistics,Mike Brown,VAN001,Route C,Brisbane,Hobart,07:15,08:47,Delayed,92,Customer Issue,300.4,73.27,107.11,4.0
D00583,2022-10-14,Retail Chain,Lisa Davis,VAN003,Route E,Darwin,Melbourne,12:15,12:06,On Time,0,,213.0,30.91,360.96,
D00584,2022-10-15,Tech Solutions,Maria Rodriguez,TRK004,Route B,Sydney,Hobart,17:15,17:47,Delayed,32,Traffic,333.1,76.72,316.5,3.0
D00585,2022-10-15,Industrial Supply,Lisa Davis,VAN001,Route D,Sydney,Darwin,16:15,16:23,On Time,8,,194.3,55.16,232.41,5.0
D00586,2022-10-16,XYZ Ltd,Tom Wilson,TRK003,Route E,Melbourne,Adelaide,14:00,14:03,On Time,3,,186.7,75.88,184.97,4.0
D00587,2022-10-16,Retail Chain,Mike Brown,TRK004,Route A,Brisbane,Darwin,08:30,08:35,On Time,5,,233.9,168.85,382.09,4.0
D00588,2022-10-17,XYZ Ltd,David Garcia,TRK001,Route A,Hobart,Melbourne,14:30,14:38,On Time,8,,107.5,95.44,176.58,5.0
D00589,2022-10-17,ABC Corp,David Garcia,VAN003,Route B,Perth,Cairns,12:45,12:46,On Time,1,,39.7,151.97,289.29,5.0
D00590,2022-10-17,Tech Solutions,Tom Wilson,TRK004,Route E,Melbourne,Brisbane,17:15,17:19,On Time,4,,74.6,43.85,313.48,5.0
D00591,2022-10-17,Metro Stores,Mike Brown,VAN003,Route C,Adelaide,Hobart,16:00,15:56,On Time,0,,274.1,140.09,325.74,3.0
D00592,2022-10-17,Retail Chain,David Garcia,VAN001,Route A,Melbourne,Cairns,08:30,08:28,On Time,0,,25.7,40.48,308.9,5.0
D00593,2022-10-17,Tech Solutions,Mike Brown,TRK004,Route D,Melbourne,Sydney,11:45,11:46,On Time,1,,216.5,152.16,155.69,
D00594,2022-10-17,Industrial Supply,Maria Rodriguez,TRK002,Route B,Sydney,Adelaide,09:15,09:18,On Time,3,,61.4,48.7,119.28,
D00595,2022-10-17,XYZ Ltd,John Smith,TRK001,Route C,Brisbane,Brisbane,10:45,10:59,On Time,14,,66.2,108.35,102.18,4.0
D00596,2022-10-18,Global Logistics,Emma Chen,VAN002,Route B,Darwin,Hobart,14:30,14:30,On Time,0,,185.8,38.59,206.81,3.0
D00597,2022-10-18,ABC Corp,Maria Rodriguez,TRK002,Route E,Adelaide,Perth,07:45,08:52,Delayed,67,Weather,181.6,122.75,297.66,4.0
D00598,2022-10-18,Global Logistics,John Smith,VAN002,Route A,Darwin,Cairns,17:15,17:25,On Time,10,,124.3,102.68,321.76,4.0
D00599,2022-10-18,Metro Stores,Tom Wilson,TRK004,Route B,Brisbane,Melbourne,13:45,15:30,Delayed,105,Traffic,236.6,43.06,349.71,4.0
D00600,2022-10-18,Retail Chain,Lisa Davis,TRK004,Route B,Sydney,Sydney,09:45,11:02,Delayed,77,Road Works,209.8,137.36,148.07,4.0
D00601,2022-10-18,Industrial Supply,Sarah Johnson,TRK003,Route E,Cairns,Sydney,11:15,11:26,On Time,11,,363.1,79.92,167.14,5.0
D00602,2022-10-18,Metro Stores,Chris Taylor,VAN003,Route B,Perth,Adelaide,08:30,08:42,On Time,12,,74.2,43.15,126.74,3.0
D00603,2022-10-18,Global Logistics,David Garcia,TRK001,Route C,Brisbane,Perth,18:00,17:54,On Time,0,,385.0,176.98,195.89,5.0
D00604,2022-10-19,Food Distribution,Anna Williams,VAN002,Route B,Adelaide,Perth,15:15,15:05,On Time,0,,237.4,98.37,280.44,
D00605,2022-10-19,Food Distribution,Sarah Johnson,VAN001,Route E,Cairns,Perth,17:00,16:59,On Time,0,,235.4,135.62,213.01,4.0
D00606,2022-10-19,Retail Chain,John Smith,TRK003,Route D,Hobart,Adelaide,09:15,09:30,On Time,15,,443.4,128.89,354.56,5.0
D00607,2022-10-19,Global Logistics,David Garcia,VAN003,Route A,Adelaide,Adelaide,13:30,13:35,On Time,5,,321.0,59.26,356.88,3.0
D00608,2022-10-19,Manufacturing Co,Anna Williams,TRK003,Route E,Melbourne,Cairns,12:00,12:12,On Time,12,,320.8,73.66,143.45,5.0
D00609,2022-10-19,XYZ Ltd,Mike Brown,VAN003,Route D,Melbourne,Brisbane,10:00,10:08,On Time,8,,65.8,176.12,153.89,
D00610,2022-10-20,Retail Chain,John Smith,TRK002,Route B,Hobart,Cairns,16:45,18:21,Delayed,96,Customer Issue,153.6,119.42,151.75,5.0
D00611,2022-10-20,Metro Stores,Tom Wilson,VAN004,Route C,Brisbane,Sydney,17:00,17:10,On Time,10,,74.6,48.31,292.42,3.0
D00612,2022-10-20,XYZ Ltd,Maria Rodriguez,TRK003,Route D,Cairns,Hobart,07:45,07:58,On Time,13,,151.8,48.79,197.57,5.0
D00613,2022-10-20,Metro Stores,Chris Taylor,VAN004,Route A,Sydney,Perth,09:45,09:35,On Time,0,,435.4,164.64,154.2,3.0
D00614,2022-10-20,ABC Corp,Mike Brown,TRK004,Route B,Sydney,Adelaide,07:45,07:38,On Time,0,,386.9,35.25,393.98,4.0
D00615,2022-10-20,ABC Corp,Lisa Davis,VAN001,Route A,Adelaide,Cairns,15:15,15:26,On Time,11,,84.4,103.57,193.88,4.0
D00616,2022-10-20,ABC Corp,Lisa Davis,TRK001,Route B,Melbourne,Adelaide,16:15,16:26,On Time,11,,388.8,62.28,140.26,5.0
D00617,2022-10-21,XYZ Ltd,Chris Taylor,VAN001,Route C,Hobart,Melbourne,11:15,11:18,On Time,3,,195.0,42.49,176.25,5.0
D00618,2022-10-21,Manufacturing Co,Lisa Davis,VAN002,Route E,Melbourne,Hobart,09:15,09:28,On Time,13,,374.2,77.45,336.34,5.0
D00619,2022-10-21,XYZ Ltd,Chris Taylor,VAN003,Route A,Darwin,Sydney,10:00,10:07,On Time,7,,179.2,80.03,181.98,3.0
D00620,2022-10-21,Metro Stores,Sarah Johnson,TRK002,Route B,Adelaide,Cairns,11:00,10:57,On Time,0,,65.6,82.34,271.65,4.0
D00621,2022-10-21,Metro Stores,Mike Brown,VAN002,Route E,Hobart,Cairns,16:00,16:37,Delayed,37,Vehicle Issue,276.7,68.86,306.0,5.0
D00622,2022-10-21,Manufacturing Co,John Smith,VAN002,Route B,Hobart,Cairns,09:15,09:28,On Time,13,,102.8,177.94,339.54,4.0
D00623,2022-10-21,Manufacturing Co,David Garcia,VAN002,Route A,Sydney,Sydney,13:15,13:07,On Time,0,,335.2,171.73,149.53,
D00624,2022-10-22,Tech Solutions,Anna Williams,VAN004,Route E,Sydney,Hobart,14:00,15:10,Delayed,70,Road Works,30.9,58.53,349.42,
D00625,2022-10-22,Food Distribution,Maria Rodriguez,TRK001,Route E,Cairns,Melbourne,13:30,13:43,On Time,13,,311.7,162.29,257.05,3.0
D00626,2022-10-22,Metro Stores,Anna Williams,VAN003,Route B,Darwin,Sydney,12:15,12:06,On Time,0,,168.6,131.86,349.52,3.0
D00627,2022-10-22,Retail Chain,John Smith,VAN003,Route B,Adelaide,Brisbane,11:30,11:28,On Time,0,,422.6,163.87,354.51,
D00628,2022-10-23,ABC Corp,Emma Chen,TRK003,Route D,Darwin,Brisbane,14:30,14:23,On Time,0,,68.1,103.81,125.42,3.0
D00629,2022-10-23,Manufacturing Co,Lisa Davis,VAN004,Route D,Darwin,Adelaide,13:00,13:16,Delayed,16,Weather,179.9,163.83,260.93,4.0
D00630,2022-10-23,Metro Stores,John Smith,VAN002,Route B,Sydney,Perth,17:45,17:46,On Time,1,,146.1,50.05,226.32,3.0
D00631,2022-10-23,XYZ Ltd,David Garcia,VAN004,Route E,Cairns,Melbourne,09:15,10:56,Delayed,101,Vehicle Issue,163.1,144.66,364.53,5.0
D00632,2022-10-24,Tech Solutions,Mike Brown,VAN002,Route E,Brisbane,Perth,09:00,10:57,Delayed,117,Traffic,47.1,154.48,228.9,3.0
D00633,2022-10-24,XYZ Ltd,David Garcia,TRK004,Route E,Melbourne,Melbourne,13:45,13:50,On Time,5,,131.0,145.01,359.25,3.0
D00634,2022-10-24,XYZ Ltd,Chris Taylor,TRK003,Route B,Melbourne,Perth,17:45,17:57,On Time,12,,76.2,90.19,182.16,3.0
D00635,2022-10-24,ABC Corp,David Garcia,VAN003,Route E,Adelaide,Perth,13:00,12:52,On Time,0,,119.3,93.91,118.4,3.0
D00636,2022-10-24,Global Logistics,David Garcia,TRK004,Route C,Brisbane,Melbourne,11:00,10:58,On Time,0,,42.4,37.82,323.43,4.0
D00637,2022-10-24,Industrial Supply,Emma Chen,VAN002,Route C,Sydney,Sydney,11:00,10:58,On Time,0,,309.3,132.44,331.14,
D00638,2022-10-24,Food Distribution,Maria Rodriguez,VAN002,Route B,Adelaide,Perth,12:30,12:38,On Time,8,,273.3,43.08,131.91,5.0
D00639,2022-10-24,Retail Chain,Lisa Davis,VAN004,Route A,Sydney,Darwin,08:00,08:10,On Time,10,,153.1,101.13,328.3,3.0
D00640,2022-10-25,Manufacturing Co,Chris Taylor,VAN002,Route C,Cairns,Sydney,09:15,09:27,On Time,12,,412.1,40.16,225.7,5.0
D00641,2022-10-25,Tech Solutions,Tom Wilson,TRK001,Route E,Brisbane,Perth,07:15,07:27,On Time,12,,339.8,89.62,305.41,3.0
D00642,2022-10-25,Food Distribution,David Garcia,VAN003,Route E,Adelaide,Perth,09:45,09:47,On Time,2,,103.2,54.0,165.34,5.0
D00643,2022-10-25,Manufacturing Co,Tom Wilson,TRK002,Route B,Perth,Brisbane,14:30,14:27,On Time,0,,251.8,73.78,291.88,4.0
D00644,2022-10-25,Retail Chain,Chris Taylor,TRK002,Route A,Darwin,Darwin,09:30,09:52,Delayed,22,Weather,162.9,171.96,365.2,3.0
D00645,2022-10-26,ABC Corp,Emma Chen,TRK004,Route C,Melbourne,Adelaide,16:30,16:21,On Time,0,,437.9,110.61,393.63,5.0
D00646,2022-10-26,Food Distribution,Lisa Davis,VAN004,Route B,Darwin,Adelaide,08:45,09:33,Delayed,48,Road Works,111.7,124.47,357.47,4.0
D00647,2022-10-26,XYZ Ltd,Anna Williams,TRK003,Route D,Melbourne,Melbourne,10:45,10:50,On Time,5,,105.3,103.58,318.84,3.0
D00648,2022-10-26,Auto Parts Co,Lisa Davis,TRK002,Route B,Sydney,Hobart,11:15,13:15,Delayed,120,Customer Issue,129.2,166.37,391.12,
D00649,2022-10-26,ABC Corp,Maria Rodriguez,TRK002,Route D,Hobart,Brisbane,15:15,15:30,On Time,15,,71.8,32.03,349.16,3.0
D00650,2022-10-26,Auto Parts Co,John Smith,TRK001,Route A,Darwin,Sydney,10:00,10:10,On Time,10,,111.0,102.06,268.86,3.0
D00651,2022-10-26,ABC Corp,Chris Taylor,VAN001,Route E,Sydney,Brisbane,11:30,11:27,On Time,0,,375.6,45.42,189.02,4.0
D00652,2022-10-26,Metro Stores,David Garcia,TRK003,Route C,Adelaide,Perth,09:00,09:19,Delayed,19,Weather,416.7,132.66,306.03,3.0
D00653,2022-10-27,Global Logistics,Sarah Johnson,VAN002,Route A,Darwin,Sydney,09:00,08:59,On Time,0,,405.6,120.68,153.42,5.0
D00654,2022-10-27,Manufacturing Co,Maria Rodriguez,VAN001,Route C,Sydney,Adelaide,09:45,09:56,On Time,11,,414.4,129.26,379.86,5.0
D00655,2022-10-27,Global Logistics,Mike Brown,VAN003,Route D,Cairns,Sydney,08:00,08:35,Delayed,35,Weather,73.1,94.12,318.01,
D00656,2022-10-27,Global Logistics,Emma Chen,VAN004,Route D,Cairns,Hobart,12:15,12:17,On Time,2,,280.7,125.49,141.47,3.0
D00657,2022-10-27,Food Distribution,Anna Williams,TRK004,Route D,Sydney,Hobart,13:45,13:52,On Time,7,,249.0,146.49,343.39,3.0
D00658,2022-10-27,Global Logistics,Chris Taylor,VAN004,Route B,Sydney,Brisbane,10:30,10:20,On Time,0,,412.3,84.13,354.8,3.0
D00659,2022-10-27,Metro Stores,Lisa Davis,TRK004,Route B,Brisbane,Melbourne,11:45,11:52,On Time,7,,74.8,134.37,142.92,5.0
D00660,2022-10-27,Auto Parts Co,Sarah Johnson,VAN004,Route E,Melbourne,Brisbane,13:30,13:23,On Time,0,,87.4,51.19,173.51,
D00661,2022-10-28,Food Distribution,Tom Wilson,VAN004,Route D,Darwin,Cairns,09:15,09:09,On Time,0,,357.1,134.29,186.03,5.0
D00662,2022-10-28,Metro Stores,David Garcia,VAN004,Route E,Adelaide,Adelaide,07:15,07:05,On Time,0,,326.5,93.55,147.04,5.0
D00663,2022-10-28,Auto Parts Co,John Smith,TRK004,Route D,Melbourne,Sydney,13:15,13:17,On Time,2,,372.0,100.27,193.96,4.0
D00664,2022-10-28,Metro Stores,Lisa Davis,VAN001,Route A,Sydney,Sydney,09:00,09:10,On Time,10,,179.1,146.82,200.64,3.0
D00665,2022-10-28,ABC Corp,Tom Wilson,TRK004,Route E,Perth,Brisbane,15:00,15:09,On Time,9,,127.1,42.76,271.04,
D00666,2022-10-28,Manufacturing Co,John Smith,VAN002,Route C,Hobart,Perth,14:00,13:52,On Time,0,,158.7,88.6,206.75,
D00667,2022-10-28,Food Distribution,Sarah Johnson,TRK003,Route A,Hobart,Cairns,17:00,17:13,On Time,13,,274.2,157.8,187.04,4.0
D00668,2022-10-28,Tech Solutions,Mike Brown,VAN002,Route D,Melbourne,Darwin,08:00,08:45,Delayed,45,Weather,148.6,123.52,382.04,
D00669,2022-10-29,XYZ Ltd,John Smith,TRK003,Route C,Sydney,Cairns,10:00,11:28,Delayed,88,Customer Issue,65.0,77.06,380.22,4.0
D00670,2022-10-29,Tech Solutions,Anna Williams,VAN001,Route D,Adelaide,Cairns,16:30,16:22,On Time,0,,301.4,51.07,137.19,3.0
D00671,2022-10-30,Industrial Supply,Emma Chen,VAN002,Route C,Sydney,Hobart,13:45,15:28,Delayed,103,Weather,240.0,69.42,362.66,5.0
D00672,2022-10-30,Food Distribution,John Smith,TRK003,Route A,Adelaide,Hobart,17:00,16:57,On Time,0,,92.2,89.89,121.89,4.0
D00673,2022-10-30,Food Distribution,Anna Williams,TRK002,Route A,Melbourne,Sydney,17:00,17:04,On Time,4,,414.9,168.37,330.46,4.0
D00674,2022-10-31,Industrial Supply,Sarah Johnson,VAN001,Route D,Brisbane,Melbourne,12:30,13:48,Delayed,78,Weather,428.1,51.83,164.04,5.0
D00675,2022-10-31,Industrial Supply,Lisa Davis,TRK001,Route B,Brisbane,Hobart,13:00,14:02,Delayed,62,Customer Issue,139.7,125.35,125.08,
D00676,2022-10-31,Industrial Supply,David Garcia,TRK004,Route C,Melbourne,Brisbane,13:00,13:12,On Time,12,,64.3,165.25,202.61,3.0
D00677,2022-10-31,Food Distribution,Mike Brown,VAN003,Route C,Hobart,Brisbane,10:30,11:47,Delayed,77,Customer Issue,263.4,164.07,159.57,5.0
D00678,2022-10-31,Global Logistics,John Smith,TRK003,Route D,Melbourne,Cairns,16:15,16:28,On Time,13,,392.3,47.04,390.99,5.0
D00679,2022-11-01,Auto Parts Co,Sarah Johnson,TRK001,Route B,Perth,Hobart,14:15,14:25,On Time,10,,321.0,146.16,280.28,3.0
D00680,2022-11-01,ABC Corp,Tom Wilson,VAN001,Route E,Sydney,Cairns,10:00,10:01,On Time,1,,300.8,98.4,223.12,5.0
D00681,2022-11-01,Industrial Supply,David Garcia,VAN002,Route B,Melbourne,Hobart,13:30,13:25,On Time,0,,187.2,156.76,306.57,4.0
D00682,2022-11-01,XYZ Ltd,John Smith,VAN003,Route A,Cairns,Sydney,18:00,19:59,Delayed,119,Traffic,294.2,105.5,341.76,4.0
D00683,2022-11-01,Metro Stores,Sarah Johnson,TRK004,Route D,Sydney,Darwin,10:15,10:22,On Time,7,,436.2,167.1,223.88,5.0
D00684,2022-11-02,Manufacturing Co,Tom Wilson,VAN001,Route C,Hobart,Perth,07:30,07:36,On Time,6,,26.8,166.36,109.8,
D00685,2022-11-02,Metro Stores,Lisa Davis,VAN003,Route B,Hobart,Brisbane,12:30,12:38,On Time,8,,365.6,116.68,138.66,5.0
D00686,2022-11-02,Metro Stores,Lisa Davis,TRK002,Route B,Sydney,Hobart,09:45,11:07,Delayed,82,Weather,383.3,124.1,178.07,4.0
D00687,2022-11-02,ABC Corp,Maria Rodriguez,TRK003,Route A,Sydney,Hobart,10:00,10:03,On Time,3,,35.7,140.13,395.02,4.0
D00688,2022-11-02,Manufacturing Co,Lisa Davis,TRK004,Route D,Adelaide,Brisbane,09:15,09:12,On Time,0,,141.9,170.25,288.23,5.0
D00689,2022-11-02,XYZ Ltd,Sarah Johnson,TRK003,Route C,Adelaide,Melbourne,08:00,08:09,On Time,9,,64.4,104.14,208.42,4.0
D00690,2022-11-02,XYZ Ltd,Anna Williams,TRK002,Route B,Hobart,Hobart,08:45,08:48,On Time,3,,403.1,125.03,235.26,4.0
D00691,2022-11-02,Auto Parts Co,John Smith,TRK002,Route C,Darwin,Cairns,07:15,07:25,On Time,10,,447.8,120.0,101.5,4.0
D00692,2022-11-03,Food Distribution,Mike Brown,TRK004,Route C,Sydney,Perth,10:00,10:06,On Time,6,,37.5,50.78,125.03,3.0
